"Location	EG",EG
"2538672..2539583	0",0
"2539717..2540814	0",0
"2540804..2541679	0",0
"2541679..2542512	0",0
"2542512..2543528	0",0
"2543832..2544623	0",0
"2544752..2545609	0",0
"2545773..2546669	0",0
"2546673..2548097	0",0
"2548102..2549406	0",0
"2549646..2550545	0",0
"2550641..2551216	0",0
"2551277..2551726	0",0
"2551713..2552138	0",0
"2552352..2553221	0",0
"2553225..2554124	0",0
"2554130..2555182	0",0
"2555228..2555728	0",0
"2555741..2556400	0",0
"2556410..2557297	0",0
"2557318..2558679	0",0
"2558858..2560066	0",0
"2560257..2560898	0",0
"2561368..2561613	0",0
"2561625..2561993	0",0
"2562111..2562527	0",0
"2562524..2563117	0",0
"2563592..2563969	0",0
"2563980..2564372	0",0
"2564523..2565332	0",0
"2565481..2566884	0",0
"2566881..2568107	0",0
"2568324..2569511	0",0
"2569501..2570337	0",0
"2570348..2571751	0",0
"2571763..2572050	0",0
"2572157..2572450	0",0
"2572489..2573505	0",0
"2573502..2574305	0",0
"2574302..2575003	0",0
"2574978..2575457	0",0
"2575470..2575805	0",0
"2576098..2578377	0",0
"2578666..2579616	0",0
"2579636..2581639	0",0
"2581734..2582777	0",0
"2582903..2583478	0",0
"2583546..2585525	0",0
"2585731..2587431	0",0
"2587595..2590708	0",0
"2590807..2590866	0",0
"2591247..2591603	0",0
"2591607..2592734	1",1
"2592762..2592962	0",0
"2593072..2593770	0",0
"2593844..2595859	0",0
"2595874..2596737	0",0
"2596905..2597618	0",0
"2597831..2598865	0",0
"2598882..2599760	1",1
"2599906..2600478	0",0
"2600478..2600948	0",0
"2601201..2601818	0",0
"2601818..2603836	0",0
"2603847..2604794	0",0
"2604811..2606250	0",0
"2606262..2606912	0",0
"2606917..2608497	0",0
"2608487..2610154	0",0
"2610164..2610709	0",0
"2610706..2611464	0",0
"2611457..2611870	0",0
"2611900..2613912	0",0
"2613934..2614782	0",0
"2614820..2615881	0",0
"2616094..2617557	0",0
"2617578..2617937	0",0
"2618075..2618776	0",0
"2618871..2620160	0",0
"2620246..2620872	0",0
"2621197..2622234	0",0
"2622234..2622872	0",0
"2623044..2625110	0",0
"2625115..2626656	0",0
"2626695..2628938	0",0
"2629290..2629481	0",0
"2629792..2630310	0",0
"2630326..2630865	0",0
"2630958..2632535	0",0
"2632604..2634070	0",0
"2634232..2635602	0",0
"2635599..2635814	0",0
"2635884..2637356	1",1
"2637474..2638652	0",0
"2638663..2639283	0",0
"2639301..2640575	1",1
"2640686..2641804	1",1
"2641831..2642844	0",0
"2643129..2644283	0",0
"2644433..2644864	0",0
"2645013..2647325	0",0
"2647326..2652287	0",0
"2652494..2653339	0",0
"2654157..2654933	0",0
"2655075..2656358	0",0
"2656536..2656736	0",0
"2656748..2657083	0",0
"2657085..2658935	0",0
"2658952..2659467	0",0
"2659563..2659886	0",0
"2659903..2660289	0",0
"2660317..2661531	0",0
"2661643..2662131	0",0
"2662583..2663323	0",0
"2663442..2664245	1",1
"2664390..2665244	0",0
"2665435..2666715	0",0
"2666707..2667846	0",0
"2668006..2668896	0",0
"2668006..2668071	0",0
"2669032..2670393	0",0
"2670390..2670908	0",0
"2670908..2671228	0",0
"2671225..2672037	0",0
"2672047..2673249	0",0
"2673346..2673768	0",0
"2673816..2674688	0",0
"2674700..2675761	0",0
"2675827..2676825	0",0
"2676850..2678361	0",0
"2678384..2679367	0",0
"2679464..2682745	0",0
"2682863..2684056	0",0
"2684254..2685507	0",0
"2685835..2687025	0",0
"2687070..2687408	0",0
"2687469..2688803	0",0
"2688793..2689506	0",0
"2689671..2691098	0",0
"2691656..2695543	0",0
"2695801..2697357	0",0
"2697354..2697857	1",1
"2697915..2698550	0",0
"2698759..2699607	0",0
"2699663..2699923	0",0
"2700117..2700197	0",0
"2700618..2700998	1",1
"2700998..2701729	0",0
"2701741..2702469	0",0
"2702481..2703386	1",1
"2703383..2704063	1",1
"2704335..2705309	1",1
"2705325..2707124	0",0
"2707322..2707801	0",0
"2707798..2708754	0",0
"2708754..2709404	0",0
"2709437..2710012	1",1
"2710420..2712042	0",0
"2712027..2712764	0",0
"2712896..2714230	0",0
"2714439..2715320	0",0
"2715423..2716010	0",0
"2716066..2716449	0",0
"2716754..2717443	0",0
"2717491..2718528	0",0
"2718735..2719154	0",0
"2719223..2719921	0",0
"2719953..2722613	0",0
"2722727..2724082	1",1
"2724128..2724451	0",0
"2724448..2725746	0",0
"2731600..2734173	0",0
"2734303..2735034	0",0
"2735031..2736011	0",0
"2736146..2736883	1",1
"2737154..2737495	0",0
"2737599..2737646	0",0
"2737745..2738905	0",0
"2738948..2740069	0",0
"2740080..2741150	0",0
"2741360..2741725	0",0
"2741875..2742393	0",0
"2742383..2743609	0",0
"2743625..2744107	0",0
"2744183..2744530	1",1
"2744572..2745339	1",1
"2745370..2745918	0",0
"2745937..2746185	1",1
"2746434..2747795	1",1
"2747962..2748753	0",0
"2748774..2750060	0",0
"2750115..2750708	1",1
"2750831..2751709	1",1
"2751795..2753456	0",0
"2753605..2753946	0",0
"2754008..2754298	0",0
"2754288..2754764	0",0
"2754896..2755378	0",0
"2756159..2757400	0",0
"2757644..2758600	0",0
"2758644..2758856	0",0
"2758985..2760394	0",0
"2760547..2761173	0",0
"2761351..2763540	0",0
"2763537..2765153	0",0
"2765513..2765776	0",0
"2765918..2766991	0",0
"2766984..2767355	0",0
"2767710..2768573	0",0
"2768665..2769486	0",0
"2769703..2770404	0",0
"2770445..2770681	0",0
"2770681..2771124	0",0
"2771148..2771615	0",0
"2773318..2775021	0",0
"2775919..2776377	0",0
"2776386..2776868	0",0
"2776877..2777077	0",0
"2777115..2777432	0",0
"2777453..2777782	0",0
"2778146..2782726	0",0
"2788985..2789962	0",0
"2789982..2791250	0",0
"2791273..2792721	0",0
"2792735..2794015	0",0
"2794253..2795653	0",0
"2795674..2796336	0",0
"2796337..2796786	0",0
"2796870..2797028	0",0
"2797211..2797510	0",0
"2797520..2798044	0",0
"2798091..2798495	0",0
"2799164..2799613	0",0
"2799650..2799994	0",0
"2800146..2800475	0",0
"2800723..2800968	0",0
"2800965..2801375	0",0
"2801348..2803492	0",0
"2803502..2804461	0",0
"2804815..2806017	0",0
"2806010..2807074	0",0
"2807132..2808124	0",0
"2809617..2810354	0",0
"2810344..2810679	0",0
"2810770..2811300	0",0
"2811427..2812599	0",0
"2812616..2814154	0",0
"2814218..2814733	0",0
"2814883..2816439	0",0
"2816512..2816940	0",0
"2816937..2817503	0",0
"2818961..2819146	1",1
"2819381..2822011	0",0
"2822139..2822639	0",0
"2822708..2823769	0",0
"2823849..2824346	0",0
"2824491..2825576	0",0
"2825832..2826395	0",0
"2826392..2827351	0",0
"2827362..2827733	0",0
"2827737..2828516	0",0
"2828621..2828980	0",0
"2829047..2829820	0",0
"2829813..2830778	0",0
"2830775..2832289	0",0
"2832476..2833915	0",0
"2833912..2835045	0",0
"2835173..2837425	0",0
"2837578..2838105	0",0
"2838254..2839264	0",0
"2839524..2840981	0",0
"2840990..2842414	0",0
"2842573..2843043	0",0
"2843036..2843446	0",0
"2843443..2844210	0",0
"2844210..2844752	0",0
"2844762..2846471	0",0
"2846489..2847412	0",0
"2847415..2849241	0",0
"2849238..2849849	0",0
"2849974..2850435	0",0
"2850647..2850997	0",0
"2851001..2851873	0",0
"2851864..2852136	0",0
"2852136..2853257	0",0
"2853254..2854264	0",0
"2854338..2856416	0",0
"2856453..2856806	0",0
"2857093..2859654	0",0
"2859760..2860416	0",0
"2860467..2861234	0",0
"2861430..2862338	0",0
"2862335..2863501	0",0
"2863593..2864231	0",0
"2864236..2865012	0",0
"2865101..2866465	0",0
"2866559..2867551	0",0
"2867614..2868753	0",0
"2868893..2869519	0",0
"2869513..2870274	0",0
"2870255..2871304	0",0
"2871301..2871780	1",1
"2871780..2872490	1",1
"2872509..2872820	1",1
"2873014..2873337	0",0
"2873387..2873992	0",0
"2873992..2875419	0",0
"2875421..2876329	0",0
"2876581..2877618	0",0
"2878569..2878853	0",0
"2878855..2879772	0",0
"2879788..2880387	0",0
"2880374..2881048	0",0
"2881051..2882142	0",0
"2882155..2882637	0",0
"2882630..2884138	0",0
"2884553..2887219	0",0
"2887578..2888312	0",0
"2888387..2890099	0",0
"2890099..2891898	0",0
"2892214..2892579	0",0
"2892657..2893928	0",0
"2893919..2894179	0",0
"2894196..2894771	0",0
"2894919..2895779	0",0
"2895776..2896555	0",0
"2896533..2897870	0",0
"2897964..2899418	0",0
"2899488..2900273	0",0
"2900592..2901869	0",0
"2901896..2903374	0",0
"2904747..2905418	0",0
"2905557..2905697	0",0
"2905711..2906583	0",0
"2906643..2907941	1",1
"2908029..2909666	1",1
"2909894..2910685	0",0
"2910756..2911091	0",0
"2911091..2911339	1",1
"2911417..2913651	0",0
"2913699..2915000	0",0
"2915057..2917813	0",0
"2918045..2919385	0",0
"2919406..2920746	0",0
"2920748..2922100	0",0
"2922535..2922984	0",0
"2923002..2923784	0",0
"2923784..2924113	0",0
"2924735..2925280	0",0
"2925348..2926196	0",0
"2926308..2927672	0",0
"2928229..2929518	0",0
"2929576..2930943	0",0
"2931055..2931810	0",0
"2931865..2933013	0",0
"2933041..2933688	0",0
"2934235..2935551	0",0
"2935584..2937359	0",0
"2937438..2938886	0",0
"2938888..2939310	0",0
"2939368..2940099	0",0
"2940143..2941243	0",0
"2941236..2941631	0",0
"2941650..2942567	0",0
"2942918..2943145	0",0
"2943337..2944542	0",0
"2944542..2944985	0",0
"2945036..2945842	0",0
"2946081..2947178	0",0
"2947757..2949010	0",0
"2949242..2950573	0",0
"2950635..2952461	0",0
"2952461..2956003	0",0
"2955996..2958884	0",0
"2959060..2962428	0",0
"2962441..2962764	0",0
"2962749..2963156	0",0
"2963153..2963716	0",0
"2963707..2964177	0",0
"2964361..2965155	0",0
"2965162..2966037	1",1
"2966188..2968434	0",0
"2968447..2968977	0",0
"2969662..2970351	0",0
"2970420..2971133	0",0
"2971271..2971489	0",0
"2971597..2972637	0",0
"2972669..2973862	0",0
"2973855..2976014	0",0
"2976599..2977630	0",0
"2977637..2978899	0",0
"2979021..2979956	0",0
"2979943..2980635	0",0
"2980764..2982182	0",0
"2982497..2983258	0",0
"2983288..2984124	0",0
"2984411..2985592	0",0
"2985847..2987076	0",0
"2987536..2988168	0",0
"2988502..2989311	0",0
"2989304..2989786	0",0
"2989819..2989899	0",0
"2989935..2990360	0",0
"2991268..2991759	0",0
"2992094..2993470	0",0
"2993638..2993856	0",0
"2996372..2997277	0",0
"2997235..2997600	0",0
"2999136..2999891	0",0
"3000345..3002603	0",0
"3002614..3003492	0",0
"3003489..3003968	0",0
"3004008..3005786	0",0
"3006262..3007452	0",0
"3007510..3008706	0",0
"3008764..3009975	0",0
"3010028..3011413	0",0
"3011461..3012393	0",0
"3012614..3014239	0",0
"3014287..3015057	0",0
"3015160..3015738	0",0
"3016060..3019158	0",0
"3019161..3020489	0",0
"3020540..3021319	0",0
"3021316..3024186	0",0
"3024351..3025751	0",0
"3025766..3027085	0",0
"3027121..3028488	0",0
"3028524..3029012	0",0
"3029012..3030931	0",0
"3031367..3032815	0",0
"3032817..3032942	0",0
"3033065..3033613	0",0
"3033657..3035174	0",0
"3035184..3036282	0",0
"3036373..3038106	0",0
"3038112..3038822	0",0
"3038847..3039743	0",0
"3039855..3040376	0",0
"3040416..3040823	0",0
"3040804..3041070	0",0
"3041313..3042293	0",0
"3042489..3043148	0",0
"3043312..3043623	0",0
"3043662..3045101	0",0
"3045158..3045901	0",0
"3046168..3049041	0",0
"3049160..3049549	0",0
"3049573..3050667	0",0
"3051115..3052317	0",0
"3052340..3053518	0",0
"3053515..3054840	0",0
"3054866..3055444	0",0
"3055612..3055941	0",0
"3056241..3056789	0",0
"3056890..3056949	0",0
"3057178..3058410	0",0
"3058666..3059325	0",0
"3059753..3060646	0",0
"3060850..3062994	0",0
"3062987..3063982	0",0
"3063993..3064778	0",0
"3064802..3066280	0",0
"3066277..3067173	0",0
"3067340..3068080	0",0
"3068173..3068808	0",0
"3068947..3069807	0",0
"3070165..3071244	1",1
"3071459..3072622	1",1
"3072672..3073691	0",0
"3073976..3074689	0",0
"3074686..3075195	0",0
"3075217..3076182	0",0
"3076179..3077456	0",0
"3077471..3078859	0",0
"3078887..3079330	0",0
"3079644..3081635	0",0
"3081913..3082671	0",0
"3082877..3083797	0",0
"3083935..3085911	0",0
"3085920..3086051	0",0
"3086187..3086402	0",0
"3086706..3087860	1",1
"3088284..3089678	0",0
"3089755..3090252	0",0
"3090347..3091054	0",0
"3091134..3091865	0",0
"3091878..3092828	0",0
"3092937..3093500	0",0
"3093500..3093916	1",1
"3094100..3095080	0",0
"3095098..3095802	0",0
"3095820..3096386	0",0
"3096383..3096673	0",0
"3096681..3097274	0",0
"3097267..3098403	0",0
"3098558..3099565	0",0
"3099682..3100728	0",0
"3100904..3101623	0",0
"3101807..3102133	0",0
"3102133..3102852	0",0
"3103013..3104065	0",0
"3104093..3104368	0",0
"3104433..3105512	0",0
"3105714..3106970	0",0
"3107020..3109155	0",0
"3109553..3110260	0",0
"3110590..3111126	0",0
"3113067..3113477	0",0
"3113543..3114352	0",0
"3114550..3119112	0",0
"3119597..3121279	0",0
"3121634..3123805	0",0
"3123827..3124231	0",0
"3124236..3125459	0",0
"3125470..3126522	0",0
"3126522..3128021	0",0
"3128272..3129036	0",0
"3130178..3131194	0",0
"3131341..3132408	0",0
"3132454..3133212	0",0
"3133244..3133957	0",0
"3134131..3134823	0",0
"3134872..3136371	0",0
"3136663..3138522	0",0
"3138727..3139593	0",0
"3139716..3139964	0",0
"3139977..3140318	0",0
"3140311..3140799	0",0
"3140792..3141286	0",0
"3141286..3142989	0",0
"3142986..3144164	0",0
"3144154..3145140	0",0
"3145143..3146261	0",0
"3146450..3146737	0",0
"3147897..3148937	0",0
"3148977..3149471	0",0
"3149662..3150546	0",0
"3150818..3151243	0",0
"3151250..3151984	0",0
"3152236..3153423	0",0
"3153563..3154222	0",0
"3154262..3155218	0",0
"3155355..3156518	0",0
"3156623..3157450	0",0
"3157650..3158576	0",0
"3158627..3158884	0",0
"3158927..3161146	0",0
"3161257..3162669	0",0
"3162744..3163481	1",1
"3163715..3165973	0",0
"3166111..3167718	0",0
"3167851..3168246	1",1
"3168248..3168544	0",0
"3168749..3169231	0",0
"3169284..3169676	0",0
"3169828..3170487	0",0
"3170484..3171833	0",0
"3171879..3172211	0",0
"3172530..3173111	0",0
"3173142..3173456	0",0
"3173504..3175396	1",1
"3175425..3176006	0",0
"3176006..3176833	0",0
"3176858..3177280	0",0
"3177281..3177910	0",0
"3178115..3179596	0",0
"3179744..3180415	0",0
"3180421..3181581	0",0
"3181619..3182407	0",0
"3182550..3183323	0",0
"3183813..3184466	1",1
"3184840..3185130	0",0
"3185414..3185965	0",0
"3186187..3186552	0",0
"3186510..3187415	0",0
"3189881..3190630	0",0
"3190632..3191696	0",0
"3191739..3191939	0",0
"3192208..3192837	0",0
"3192864..3194525	0",0
"3194766..3194825	0",0
"3195141..3195200	0",0
"3195320..3196753	0",0
"3196801..3199641	0",0
"3199664..3200965	0",0
"3201207..3201827	0",0
"3201891..3203129	1",1
"3203310..3204131	0",0
"3204221..3204589	0",0
"3204694..3205311	0",0
"3205324..3206256	0",0
"3206463..3207374	0",0
"3207371..3207976	0",0
"3208024..3209487	0",0
"3209530..3210543	1",1
"3210781..3210996	0",0
"3211107..3212852	0",0
"3213047..3214888	0",0
"3214967..3215473	0",0
"3215727..3216491	0",0
"3216779..3217402	0",0
"3217556..3219076	0",0
"3219494..3220873	0",0
"3220915..3221247	0",0
"3221466..3222449	0",0
"3222633..3225725	0",0
"3225722..3226171	0",0
"3226234..3227667	0",0
"3227801..3228871	0",0
"3228888..3231239	0",0
"3231665..3233683	0",0
"3233728..3234144	0",0
"3234141..3234455	0",0
"3234739..3235875	0",0
"3235960..3236463	0",0
"3236540..3237232	0",0
"3237311..3238297	0",0
"3238580..3239545	0",0
"3239944..3241188	0",0
"3241193..3241744	0",0
"3241827..3243314	0",0
"3243329..3244741	0",0
"3245104..3246522	0",0
"3246652..3247428	0",0
"3247773..3248435	0",0
"3248439..3248822	0",0
"3248969..3249337	0",0
"3249375..3249680	0",0
"3249683..3250087	0",0
"3250077..3250376	0",0
"3250562..3250954	0",0
"3251024..3252010	0",0
"3252304..3252669	0",0
"3252911..3253267	0",0
"3253318..3254214	0",0
"3254319..3255020	0",0
"3255043..3255207	0",0
"3255341..3256651	0",0
"3256679..3258010	0",0
"3258285..3259649	0",0
"3259721..3260110	1",1
"3260124..3262418	0",0
"3262452..3263660	0",0
"3263686..3265017	0",0
"3265039..3266028	0",0
"3266127..3267065	0",0
"3267380..3267598	0",0
"3267854..3268393	0",0
"3268415..3269602	0",0
"3270625..3271770	0",0
"3271867..3272751	0",0
"3272787..3273557	0",0
"3273573..3274907	0",0
"3275282..3276853	0",0
"3277002..3277337	0",0
"3277337..3277801	0",0
"3277856..3278665	0",0
"3278914..3280194	0",0
"3280217..3280690	0",0
"3281976..3283130	0",0
"3283143..3284003	0",0
"3284170..3284646	0",0
"3284685..3285488	0",0
"3285478..3286269	0",0
"3286270..3287025	0",0
"3287426..3288010	0",0
"3288090..3288785	0",0
"3288814..3291330	0",0
"3291341..3292432	0",0
"3292475..3293335	1",1
"3293400..3295436	0",0
"3295394..3295789	0",0
"3295809..3296399	0",0
"3296409..3296984	0",0
"3297098..3298138	0",0
"3298211..3298846	0",0
"3298974..3299492	0",0
"3299472..3299915	0",0
"3299966..3300268	0",0
"3300255..3300758	0",0
"3300752..3301276	0",0
"3301485..3302480	0",0
"3302489..3303367	1",1
"3303448..3304455	0",0
"3304573..3305817	0",0
"3305971..3307860	0",0
"3307853..3307933	0",0
"3308040..3308924	0",0
"3309033..3311168	0",0
"3311415..3311684	0",0
"3311833..3312777	0",0
"3312777..3313178	0",0
"3313342..3316014	1",1
"3316039..3317526	1",1
"3317554..3318006	0",0
"3318637..3319980	0",0
"3319988..3321613	0",0
"3322173..3322505	0",0
"3322733..3324070	0",0
"3324063..3324911	0",0
"3325001..3326935	1",1
"3327035..3327664	0",0
"3327790..3328083	0",0
"3328239..3328715	0",0
"3328963..3330396	0",0
"3330582..3331754	1",1
"3331770..3332735	0",0
"3332862..3333119	1",1
"3333140..3333451	1",1
"3333710..3334681	1",1
"3334909..3335187	0",0
"3335235..3336494	1",1
"3336549..3336803	0",0
"3336963..3337256	1",1
"3337256..3337891	0",0
"3337910..3338461	0",0
"3338466..3339248	0",0
"3339256..3340065	0",0
"3340275..3341252	0",0
"3341266..3342252	0",0
"3342273..3342839	0",0
"3342836..3343411	1",1
"3343380..3343937	1",1
"3343944..3344669	0",0
"3344717..3346150	0",0
"3346173..3346460	0",0
"3346578..3347069	0",0
"3347115..3347969	0",0
"3347966..3348238	0",0
"3348452..3349084	0",0
"3349081..3349809	0",0
"3349806..3350459	0",0
"3350689..3353025	0",0
"3353121..3354050	0",0
"3354725..3359185	0",0
"3359198..3360616	0",0
"3361176..3361940	0",0
"3362112..3362786	0",0
"3362807..3365188	0",0
"3365702..3366718	0",0
"3366926..3367642	0",0
"3367827..3368954	0",0
"3369014..3369478	0",0
"3369475..3370350	0",0
"3370347..3371036	0",0
"3371084..3372574	0",0
"3372683..3373576	0",0
"3373698..3374489	0",0
"3374869..3376236	0",0
"3376279..3376776	0",0
"3376782..3377420	0",0
"3377815..3378207	1",1
"3378223..3378651	1",1
"3378870..3379997	0",0
"3380191..3380589	0",0
"3380743..3382110	0",0
"3382200..3383267	1",1
"3383330..3384268	0",0
"3384703..3385173	0",0
"3385538..3385801	0",0
"3385857..3386129	0",0
"3386221..3388188	0",0
"3388194..3389126	0",0
"3389134..3389337	0",0
"3389520..3390449	0",0
"3390583..3392028	0",0
"3392458..3396258	0",0
"3396326..3397795	0",0
"3397785..3398378	0",0
"3398387..3398875	1",1
"3398875..3399978	1",1
"3400044..3401087	1",1
"3401392..3403332	0",0
"3403484..3404458	0",0
"3405436..3405906	1",1
"3405917..3407266	1",1
"3407375..3407617	0",0
"3407607..3409058	0",0
"3409070..3409951	0",0
"3410280..3411245	0",0
"3411271..3411567	0",0
"3411653..3412537	0",0
"3412621..3412800	0",0
"3412803..3413465	0",0
"3413864..3415021	0",0
"3415033..3418137	0",0
"3418390..3418611	0",0
"3420134..3421315	0",0
"3421325..3422428	0",0
"3422436..3423194	0",0
"3429236..3429790	0",0
"3429766..3430023	0",0
"3430020..3430838	0",0
"3430843..3431415	1",1
"3431420..3431962	0",0
"3431991..3432464	0",0
"3432436..3433560	0",0
"3433690..3434199	1",1
"3434214..3435161	1",1
"3435207..3436496	0",0
"3436518..3437894	0",0
"3438024..3438434	0",0
"3438431..3438649	0",0
"3438705..3439130	0",0
"3439141..3439509	0",0
"3439616..3439999	1",1
"3440040..3441029	1",1
"3441055..3441675	1",1
"3441709..3442098	1",1
"3442115..3442471	1",1
"3442618..3442734	0",0
"3442766..3444097	1",1
"3444105..3444539	1",1
"3444543..3444722	1",1
"3444726..3445229	1",1
"3445244..3445597	1",1
"3445607..3446140	1",1
"3446153..3446545	1",1
"3446579..3446884	1",1
"3446899..3447438	1",1
"3447453..3447767	1",1
"3447778..3448149	1",1
"3448314..3448568	1",1
"3448568..3448759	1",1
"3448759..3449169	1",1
"3449182..3449883	1",1
"3449901..3450233	1",1
"3450248..3450526	1",1
"3450543..3451364	1",1
"3451382..3451684	1",1
"3451681..3452286	1",1
"3452297..3452926	1",1
"3452959..3453270	1",1
"3453508..3453927	0",0
"3453929..3455398	0",0
"3455578..3456393	0",0
"3456377..3458329	0",0
"3458339..3459820	0",0
"3459817..3461013	0",0
"3461023..3461460	0",0
"3461468..3461977	0",0
"3461974..3462351	0",0
"3462344..3462931	0",0
"3462924..3463907	0",0
"3463922..3465085	0",0
"3465082..3465543	0",0
"3465543..3466220	0",0
"3466249..3466725	0",0
"3466797..3466991	0",0
"3467160..3469853	0",0
"3470145..3471329	0",0
"3471400..3473514	1",1
"3473542..3474081	1",1
"3474178..3474552	1",1
"3474678..3474965	0",0
"3474973..3475332	0",0
"3475332..3475718	0",0
"3475718..3476440	0",0
"3476607..3477419	0",0
"3477640..3477858	0",0
"3477907..3478497	0",0
"3478592..3478792	0",0
"3478802..3480607	0",0
"3480607..3481161	0",0
"3481289..3483202	0",0
"3483202..3484224	0",0
"3484218..3484436	0",0
"3484490..3485359	0",0
"3485414..3485818	0",0
"3486120..3486752	0",0
"3486791..3488893	0",0
"3488960..3490180	0",0
"3490266..3490829	0",0
"3490861..3491463	0",0
"3491453..3491620	0",0
"3491725..3492297	0",0
"3492568..3493749	0",0
"3494011..3496554	0",0
"3496551..3496877	0",0
"3497003..3497809	0",0
"3497828..3499201	0",0
"3499448..3499615	0",0
"3499910..3501247	0",0
"3501268..3502290	0",0
"3502340..3503170	0",0
"3503167..3503952	0",0
"3504052..3504783	0",0
"3504935..3506020	0",0
"3506032..3507336	0",0
"3507348..3507701	0",0
"3507712..3508590	0",0
"3508587..3509813	0",0
"3509813..3510976	0",0
"3511060..3511422	0",0
"3511439..3512344	0",0
"3512634..3513638	1",1
"3513631..3514389	0",0
"3514382..3515059	0",0
"3515077..3515913	0",0
"3516020..3517306	0",0
"3517398..3518486	0",0
"3518543..3519064	0",0
"3519465..3520703	0",0
"3520615..3521019	0",0
"3521009..3521449	0",0
"3521433..3521972	0",0
"3521972..3522751	0",0
"3522871..3525423	0",0
"3525589..3526149	0",0
"3526469..3528604	1",1
"3528669..3529337	0",0
"3529348..3529749	0",0
"3529774..3530652	0",0
"3530715..3532439	0",0
"3532818..3534440	0",0
"3534516..3535868	0",0
"3535865..3536584	0",0
"3536812..3537288	0",0
"3537385..3539706	0",0
"3540163..3540390	0",0
"3540407..3542728	0",0
"3542728..3542964	0",0
"3543167..3544045	0",0
"3544074..3544844	0",0
"3544882..3545565	0",0
"3545624..3546199	0",0
"3546559..3547875	0",0
"3547986..3550070	0",0
"3550080..3552473	0",0
"3553085..3555790	0",0
"3555833..3556849	0",0
"3556853..3558079	0",0
"3558268..3559866	0",0
"3560622..3561452	0",0
"3561497..3561823	0",0
"3562013..3563518	0",0
"3564134..3566581	0",0
"3566600..3568033	0",0
"3568033..3569328	0",0
"3569346..3571319	0",0
"3571316..3573502	0",0
"3573775..3574878	1",1
"3575071..3575664	0",0
"3575721..3577061	0",0
"3577065..3577592	0",0
"3577731..3578726	0",0
"3578950..3579645	0",0
"3579768..3580805	0",0
"3581138..3581626	0",0
"3581863..3583041	0",0
"3583483..3583758	0",0
"3583677..3584180	0",0
"3584759..3585043	0",0
"3585081..3586823	0",0
"3586943..3587383	0",0
"3587370..3588113	0",0
"3588110..3589180	0",0
"3589182..3590027	0",0
"3590024..3590911	0",0
"3591009..3592325	0",0
"3592724..3593437	0",0
"3593439..3594206	0",0
"3594203..3595480	0",0
"3595477..3596403	0",0
"3596451..3597560	0",0
"3597984..3598367	0",0
"3598555..3599658	0",0
"3599929..3600783	1",1
"3601028..3602086	1",1
"3602079..3602747	1",1
"3602750..3604243	1",1
"3604393..3604989	0",0
"3604979..3605248	0",0
"3605251..3605610	0",0
"3605751..3606377	0",0
"3606451..3608649	0",0
"3608751..3608996	0",0
"3609217..3609882	1",1
"3609955..3610512	0",0
"3610516..3611733	0",0
"3611865..3612914	0",0
"3612969..3613556	0",0
"3613667..3615241	0",0
"3615241..3616185	0",0
"3616182..3617015	0",0
"3617015..3617779	0",0
"3617776..3618582	0",0
"3618588..3618989	0",0
"3619192..3623427	0",0
"3623399..3623782	0",0
"3624378..3625514	0",0
"3625679..3626803	0",0
"3626803..3629538	0",0
"3629535..3630602	0",0
"3630968..3632590	0",0
"3634841..3635893	0",0
"3636208..3637410	0",0
"3637642..3639141	0",0
"3639385..3639720	0",0
"3640111..3640545	0",0
"3640862..3642331	0",0
"3642380..3643132	0",0
"3643140..3645182	0",0
"3645385..3646227	0",0
"3646299..3647651	0",0
"3647705..3647788	0",0
"3648528..3648881	0",0
"3648935..3650224	0",0
"3650237..3650662	0",0
"3652182..3653198	0",0
"3653961..3654527	0",0
"3654683..3655213	0",0
"3655255..3655902	0",0
"3655966..3656292	0",0
"3656408..3656740	0",0
"3656995..3657567	0",0
"3658366..3658893	0",0
"3659232..3660389	0",0
"3660414..3663527	0",0
"3663890..3664618	0",0
"3664986..3665810	0",0
"3666180..3667580	0",0
"3667791..3669188	0",0
"3669592..3671241	0",0
"3671292..3671894	0",0
"3672414..3673313	0",0
"3673362..3674375	0",0
"3674786..3676108	0",0
"3676290..3678350	0",0
"3678420..3679187	0",0
"3679419..3680348	0",0
"3680444..3681940	0",0
"3682161..3683447	0",0
"3683630..3685618	0",0
"3685700..3689173	0",0
"3689155..3690261	0",0
"3690268..3692607	1",1
"3692618..3695236	0",0
"3695997..3696185	0",0
"3696458..3698029	0",0
"3698026..3698217	0",0
"3698214..3699893	0",0
"3699980..3700087	0",0
"3700563..3701834	0",0
"3701864..3702868	0",0
"3702865..3703848	0",0
"3703859..3704761	0",0
"3704771..3705790	0",0
"3706098..3707705	0",0
"3708784..3710475	0",0
"3710799..3712007	0",0
"3712236..3712934	0",0
"3713092..3713655	0",0
"3713652..3714092	0",0
"3714061..3716394	0",0
"3716547..3717206	0",0
"3717310..3718284	0",0
"3718334..3719044	0",0
"3719478..3719768	0",0
"3720049..3720261	0",0
"3720448..3720600	0",0
"3720680..3721201	0",0
"3721198..3722049	0",0
"3722328..3724397	0",0
"3724407..3725318	1",1
"3725413..3725712	0",0
"3725887..3726882	0",0
"3726924..3727361	0",0
"3727407..3727748	0",0
"3727917..3729371	0",0
"3729443..3730765	0",0
"3731131..3732123	0",0
"3732201..3733742	0",0
"3733720..3734901	0",0
"3734979..3736157	0",0
